74,1,1,4.96646942801,0.181459566075,14,2,
67,1,1,4.99503722084,0.136476426799,12,0,
60,0,1,4.99310938846,0.104220499569,13,0,
51,0,1,5.01175052727,0.0451943356433,14,0,
44,1,1,5.0466853408,0.046218487395,15,0,
37,1,1,5.03536299766,0.0494145199063,20,0,
30,0,1,5.00129617628,0.0537913156189,14,0,
21,0,1,5.05886287625,0.0491638795987,14,0,
14,1,1,5.05564924115,0.134907251265,15,0,
108,0,1,3.0,0.0,3,0,
99,0,1,5.8,0.2,7,0,
92,1,1,5.06060606061,0.212121212121,14,0,
85,1,1,4.81739130435,0.121739130435,12,0,
78,0,1,5.18321917808,0.143835616438,13,0,
69,0,1,5.12607674236,0.139389193422,15,0,
62,1,1,5.02633559067,0.106094808126,16,0,
55,1,1,5.0353200883,0.0927152317881,14,0,
32,0,1,5.01215905357,0.053236937233,15,0,
39,0,1,5.08720770289,0.0462173314993,15,0,
16,1,1,5.02340158796,0.148349352277,16,0,
9,1,1,5.4375,0.09375,9,0,
103,1,1,3.0,0.0,3,0,
80,0,1,4.81666666667,0.15,13,0,
87,0,1,5.10948905109,0.109489051095,12,0,
64,1,1,5.04712041885,0.110695587135,14,0,
57,1,1,5.02086438152,0.102459016393,15,0,
50,0,1,5.00209455416,0.049670855775,14,0,
41,0,1,4.99811269884,0.0509571313022,14,0,
34,1,1,4.95990836197,0.0383734249714,15,0,
27,1,1,4.96841495219,0.0536076499565,14,0,
20,0,1,4.96220047249,0.0492743840702,15,0,
11,0,1,4.91397849462,0.129032258065,13,0,
98,0,1,4.11111111111,0.222222222222,7,1,
89,0,1,4.9625,0.075,12,0,
82,1,1,5.01538461538,0.189743589744,16,0,
75,1,1,4.92337917485,0.153241650295,14,0,
68,0,1,5.03157172272,0.143445435827,16,0,
59,0,1,5.02221235007,0.0986228342959,13,0,
52,1,1,4.98549946294,0.0520945220193,15,0,
45,1,1,5.01814411612,0.0590979782271,14,0,
38,0,1,4.98160856437,0.0518803184189,14,0,
29,0,1,5.00101936799,0.0523275569147,15,0,
22,1,1,5.01828908555,0.0504424778761,14,0,
15,1,1,4.93447293447,0.137891737892,14,0,
100,1,1,2.66666666667,0.333333333333,4,0,
93,1,1,5.28571428571,0.0,8,0,
86,0,1,5.11971830986,0.12676056338,14,0,
77,0,1,4.88043478261,0.14402173913,15,0,
70,1,1,5.01793103448,0.153103448276,16,1,
63,1,1,4.94491201224,0.109793420046,13,1,
40,0,1,5.02674094708,0.0506963788301,14,0,
47,0,1,5.00236966825,0.0509478672986,17,0,
24,1,1,4.97233666863,0.0488522660388,15,0,
17,1,1,5.02365988909,0.150462107209,15,0,
10,0,1,5.21875,0.125,11,0,
7,1,1,6.0,0.0,6,0,
88,0,1,4.97959183673,0.102040816327,11,0,
95,0,1,4.86363636364,0.136363636364,9,0,
72,1,1,4.90797546012,0.133435582822,12,0,
65,1,1,5.05719237435,0.142114384749,13,2,
58,0,1,5.03926940639,0.112328767123,13,0,
49,0,1,4.97608234938,0.047229791099,16,0,
42,1,1,5.02993295019,0.054837164751,15,0,
35,1,1,5.04800768123,0.051368218915,13,0,
28,0,1,5.05910006716,0.0513767629281,16,0,
19,0,1,5.07574750831,0.0455149501661,17,1,
12,1,1,4.95336787565,0.160621761658,13,0,
97,0,1,4.71428571429,0.142857142857,6,0,
90,1,1,5.1935483871,0.225806451613,10,0,
83,1,1,4.96621621622,0.168918918919,11,0,
76,0,1,5.04850746269,0.166666666667,12,0,
67,0,1,5.01108033241,0.148199445983,15,0,
60,1,1,5.02032838155,0.100078186083,15,0,
53,1,1,5.02077922078,0.0545454545455,14,0,
46,0,1,5.00803332342,0.0601011603689,15,0,
37,0,1,5.03985995152,0.0573660113116,16,0,
30,1,1,5.0090625885,0.0577740016992,14,0,
23,1,1,5.01813993665,0.0483731644112,14,0,
7,0,1,5.0,0.75,7,1,
101,1,1,4.5,0.0,5,0,
94,0,1,5.19230769231,0.153846153846,9,0,
85,0,1,4.84699453552,0.0655737704918,11,1,
78,1,1,5.05113636364,0.127840909091,12,0,
71,1,1,4.97716894977,0.156773211568,13,0,
48,0,1,5.04771723122,0.0568483063328,14,0,
55,0,1,5.00174978128,0.095363079615,13,1,
32,1,1,5.01529411765,0.0523529411765,14,0,
25,1,1,5.12270642202,0.0470183486239,15,0,
18,0,1,5.00908372828,0.0809636650869,16,0,
9,0,1,5.6875,0.125,10,0,
96,0,1,5.23529411765,0.0588235294118,10,0,
103,0,1,4.0,0.0,4,0,
80,1,1,4.76383763838,0.162361623616,10,0,
73,1,1,5.01023890785,0.146757679181,13,0,
66,0,1,4.9290826285,0.171763175016,15,0,
57,0,1,5.0364806867,0.0987124463519,15,0,
50,1,1,5.05934065934,0.0521978021978,14,0,
43,1,1,4.977028348,0.0549853372434,17,0,
36,0,1,5.00373731981,0.0501868659904,14,0,
27,0,1,4.99806451613,0.0477419354839,13,0,
20,1,1,4.97688203912,0.0438648488441,16,0,
13,1,1,4.99862825789,0.150891632373,15,0,
98,1,1,4.0,0.0,7,0,
91,1,1,4.44,0.08,13,0,
84,0,1,4.89919354839,0.153225806452,12,0,
75,0,1,5.01867219917,0.163900414938,13,0,
68,1,1,4.95011876485,0.167458432304,12,0,
61,1,1,5.03861864092,0.100631266246,14,0,
54,0,1,5.07103825137,0.0461445051609,15,0,
45,0,1,5.06526806527,0.0501165501166,15,0,
38,1,1,5.0134180791,0.0572033898305,15,0,
31,1,1,5.00115240565,0.0567559781043,15,0,
8,0,1,6.33333333333,0.0,10,0,
15,0,1,4.96470588235,0.176470588235,15,0,
93,0,1,4.92857142857,0.25,8,0,
86,1,1,4.75581395349,0.151162790698,11,0,
79,1,1,5.14855072464,0.184782608696,12,0,
56,0,1,4.92814113597,0.0907917383821,15,0,
63,0,1,5.1091609589,0.10102739726,14,0,
40,1,1,5.08390077821,0.0476653696498,15,0,
33,1,1,5.02107111501,0.0471173544044,14,0,
26,0,1,5.01884920635,0.0489417989418,14,0,
17,0,1,5.13942307692,0.157852564103,12,0,
10,1,1,4.65432098765,0.185185185185,11,1,
88,1,1,5.08771929825,0.175438596491,11,0,
81,1,1,4.80434782609,0.139130434783,14,0,
74,0,1,5.0749486653,0.166324435318,14,0,
65,0,1,5.06530612245,0.128571428571,13,0,
58,1,1,5.04475421864,0.0880410858401,14,0,
51,1,1,5.04049111808,0.0506792058516,15,0,
44,0,1,4.97049356223,0.0627682403433,13,0,
35,0,1,5.01514332071,0.0492157923202,14,0,
28,1,1,4.85566400473,0.0449571132801,14,0,
21,1,1,5.0556865056,0.0492044784915,14,0,
14,0,1,4.99060150376,0.131578947368,14,0,
99,1,1,8.0,0.0,12,0,
92,0,1,4.69696969697,0.0606060606061,9,0,
83,0,1,5.07164179104,0.149253731343,13,1,
76,1,1,4.98233995585,0.145695364238,15,0,
69,1,1,5.07452574526,0.147696476965,14,0,
62,0,1,5.0370528109,0.100936967632,14,0,
53,0,1,4.9636202307,0.0490979000296,14,0,
46,1,1,4.9903670919,0.0395730278573,14,0,
39,1,1,5.02782441833,0.0534900455745,14,0,
16,0,1,4.91428571429,0.159047619048,16,0,
23,0,1,5.01857379768,0.053399668325,15,0,
101,0,1,3.5,0.0,5,0,
94,1,1,4.60869565217,0.347826086957,9,0,
87,1,1,4.94594594595,0.108108108108,12,0,
64,0,1,5.10614995788,0.114574557709,13,1,
71,0,1,5.0,0.150457190357,13,0,
48,1,1,4.9343122102,0.0507470376095,14,0,
41,1,1,5.06862044317,0.0538479866571,16,0,
34,0,1,5.04468911917,0.059585492228,17,0,
25,0,1,4.90303430079,0.0422163588391,15,0,
18,1,1,4.95089903181,0.0874827109267,17,0,
11,1,1,5.18421052632,0.126315789474,13,0,
96,1,1,5.5,0.0,9,0,
89,1,1,5.02083333333,0.125,10,0,
